“id”,“project_number”,“project_name”,"project_address",“project_city”,“project_province”,“registration_date”,“certification_date”,certification_level,rating_system,“project_size”,project_type,owner_type
"1098","16395","Target - 3728: Regina Northgate","489 Albert St N.","Regina","Saskatchewan","2013-02-12","2013-09-25","1",“15”,"12132",“25”,“1”
"1099","16465","Target - T3534: Richmond","8311 LANDSDOWNE ROAD","Richmond","British Columbia","2013-04-29","2014-01-24","1",“15”,"7399",“25”,“1”
"1100","16481","Target - T3666: Richmond Hill","9350 YONGE ST","RICHMOND HILL","Ontario","2013-06-06","2013-11-25","1",“15”,"12762",“25”,“1”
"1101","16475","Target - T3613: Rimouski","55 RUE INDUSTRIEL","RIMOUSKI","Quebec","2013-06-05","2014-01-24","1",“15”,"9081",“25”,“1”
"1102","16454","Target - T3655: St Johns","517 WESTMORLAND DR","SAINT JOHN","New Brunswick","2013-04-02","2013-11-15","1",“15”,"10110",“25”,“1”
"1103","16470","Target - T3732: St Johns NL","24 ST AVANGER DRIVE","SAINT JOHNS","Newfoundland and Labrador","2013-04-30","2013-11-19","1",“15”,"12220",“25”,“1”
"1104","16436","Target - T3766: Saskatoon E","3510 8th St E","Saskatoon","Saskatchewan","2013-02-27","2013-08-26","1",“15”,"9717",“25”,“1”
"1105","16407","Target - 3577: Saskatoon N","134 Primrose Dr.","Saskatoon","Saskatchewan","2013-02-13","2013-08-22","1",“15”,"9363",“25”,“1”
"1106","16410","Target - 3590: Sherbrooke","3050 Boul Portland","Sherbrooke","Quebec","2013-02-13","2014-01-24","1",“15”,"12149",“25”,“1”
"1107","16383","Target - 3564: Sherwood Park","2020 Sherwood Dr.","Sherwood","Alberta","2013-02-12","2013-08-22","1",“15”,"11038",“25”,“1”
"1108","16441","Target - 3522: Smiths Falls","275 BROCKVILLE ST","SMITHS FALLS","Ontario","2013-03-19","2013-10-10","1",“15”,"7688",“25”,“1”
"1109","16402","Target - 3709: St Bruno","500 Boul Des Promenades","St Bruno","Quebec","2013-02-12","2013-10-21","1",“15”,"9206",“25”,“1”
"1110","16476","Target - T3693: St Eaustache","450 BOUL ARTHUR SAUVE","ST EUSTACHE","Quebec","2013-06-05","2013-10-16","1",“15”,"9561",“25”,“1”
"1111","16452","Target - T3516: Ste-Jean-Richelieu","600 PIERRE CAISSE","St Jean","Quebec","2013-03-28","2013-11-19","1",“15”,"10790",“25”,“1”
"1112","16434","Target - T3730: Niagara Pen Centre","221 Glendale Ave","St. Catharines","Ontario","2013-02-27","2014-01-24","1",“15”,"6143",“25”,“1”
"1113","16397","Target - 3576: St Georges","8585 Boul LaCroix","St. Georges","Quebec","2013-02-12","2013-11-13","1",“15”,"7688",“25”,“1”
"1114","16447","Target - T3657: St Jerome","900 RUE GRIGNON","ST. JEROME","Quebec","2013-03-21","2013-09-30","1",“15”,"8984",“25”,“1”
"1115","16424","Target - T3769: Montreal St Laurent","3305 COTE VERTU","ST. LAURENT","Quebec","2013-02-20","2013-10-07","1",“15”,"11408",“25”,“1”
"1116","16423","Target - T3755: Quebec Ste-Foy","2700 BOUL LAURVIER","STE-FOY","Quebec","2013-02-20","2013-10-17","1",“15”,"16000",“25”,“1”
"1117","16482","Target - T3699: Stratford","925 ONTARIO ST","STRATFORD","Ontario","2013-06-06","2013-11-25","1",“15”,"8521",“25”,“1”
"1118","16421","Target - T3677: Sudbury","1485 LASALLE BLVD","SUDBURY","Ontario","2013-02-19","2013-11-25","1",“15”,"11543",“25”,“1”
"1119","16472","Target - T3617: Surrey","10151 KING GEORGE HWY","SURREY","British Columbia","2013-06-05","2014-01-24","1",“15”,"8358",“25”,“1”
"1120","16478","Target - T3530: Cape Breton","322 PRINCE ST","SYDNEY","Nova Scotia","2013-06-05","2013-11-20","1",“15”,"10004",“25”,“1”
"1121","16460","Target - T3507: Thunder Bay","1000 FORT WILLIAM ST","Thunder Bay","Ontario","2013-04-18","2013-08-22","1",“15”,"9580",“25”,“1”
"1122","16365","Target - T3729: Toronto Danforth","3003 Danforth Ave","Toronto","Ontario","2013-02-04","2013-06-11","1",“15”,"19418",“25”,“1”
"1123","16359","Target - 3742: Toronto East York","45 OVERLEA BLVD","Toronto","Ontario","2013-02-11","2013-05-28","1",“15”,"19476",“25”,“1”
"1124","16357","Target - 3715: Toronto Cloverdale","250 The East Mall","Toronto","Ontario","2013-02-11","2013-05-24","1",“15”,"10219",“25”,“1”
"1125","16398","Target - 3592: Trois Rivieres","4575 Boul Des Forges","Trois-Rivieres","Quebec","2013-02-12","2013-09-30","1",“15”,"9460",“25”,“1”
"1126","16387","Target - 3688: Vernon","4900 27th St","Vernon","British Columbia","2013-02-12","2013-08-22","1",“15”,"9841",“25”,“1”
"1127","16414","Target - T3760: Saanich Tillicum","108-3170 Tillicum Rd.","Victoria","British Columbia","2013-02-19","2013-08-22","1",“15”,"12139",“25”,“1”
"1128","16358","Target - 3762: Hamilton Waterdown","30 Horseshoe Cres","Waterdown","Ontario","2013-02-12","2013-05-28","1",“15”,"10856",“25”,“1”
"1129","16459","Target - T3672: Waterloo N","550 KING ST N","Waterloo","Ontario","2013-04-12","2013-11-15","1",“15”,"10851",“25”,“1”
"1130","16392","Target - 3645: Welland","800 Niagra St N.","Welland","Ontario","2013-02-12","2013-08-26","1",“15”,"12221",“25”,“1”
"1131","16347","Target - T3767: Whitby","330 Taunton Rd.","Whitby","Ontario","2013-02-11","2013-05-13","1",“15”,"11573",“25”,“1”
"1132","16355","Target - 3609: Toronto Centrepoint","6600 Yonge St","Willowdale","Ontario","2013-02-11","2013-05-24","1",“15”,"12189",“25”,“1”
"1133","16350","Target - 3708: Windsor","3100 Howard Ave","Windsor","Ontario","2013-02-11","2013-05-13","1",“15”,"11547",“25”,“1”
"1134","16462","Target - T3747: Winnipeg S","1080 GRANT AVE","Winnipeg","Manitoba","2013-04-25","2013-11-19","1",“15”,"11557",“25”,“1”
"1135","16430","Target - T3644: Winnipeg Kildonan","1545 REGENT AVE","WINNIPEG","Manitoba","2013-02-21","2013-08-22","1",“15”,"11699",“25”,“1”
"1136","16431","Target - T3682: Winnipeg Southdale","35 LAKEWOOD BLVD","WINNIPEG","Manitoba","2013-02-21","2013-08-22","1",“15”,"8424",“25”,“1”
"1137","16337","Target - T3572: Milton","1485 Portage Ave","Winnipeg","Manitoba","2013-02-04","2013-04-26","1",“15”,"11419",“25”,“1”
"1138","15223","Confidential Project",,,"Ontario","2011-10-26","2014-05-14","1",“15”,"252",“25”,“1”
"1139","16370","Starbucks Market Mall SC West","3625 Shaganappi Trail NW - D002","Calgary","Alberta","2013-05-29","2013-08-09","1",“16”,"137",“25”,“1”
"1140","16371","Starbucks March Rd & Maxwell Bridge-Kana","101-844 March Road","Kanata","Ontario","2013-05-29","2013-08-09","1",“16”,"105",“25”,“1”
"1141","16341","Starbucks 118 Queen St- Niagara-on-the-L","118 Queen Street","Niagara","Ontario","2013-05-22","2013-05-03","1",“16”,"166",“25”,“1”
"1142","16372","Starbucks Brick Yard Station - Cloverdal","17455 56 Ave - 130","Surrey","British Columbia","2013-05-29","2013-08-09","1",“16”,"139",“25”,“1”
"1143","16679","Starbucks Laird Eglinton","878 Eglinton Avnue East","Toronto","Ontario","2013-10-31","2013-10-30","1",“16”,"158",“25”,“1”
"1144","16373","Starbucks Bathurst & Finch","4926 Bathurst Street","Toronto","Ontario","2013-05-29","2013-08-09","1",“16”,"111",“25”,“1”
"1145","16682","Starbucks SW Marine Dr and Ontario St","8201 Ontario St","Vancouver","British Columbia","2013-08-15","2013-08-15","1",“16”,"139",“25”,“1”
"1146","17718","SAQ Cap-Rouge","1103,  boulevard de la Chaudière","Cap-Rouge","Quebec","2016-04-04","2017-09-26","1",“20”,"735",“25”,“1”
"1147","18126","SAQ Aylmer","175 rue Principal","Gatineau","Quebec","2016-04-21","2017-12-19","1",“20”,"540",“25”,“1”
"1148","15829","SAQ Sélection - Lévis","50 route du Président-Kennedy","Lévis","Quebec","2012-09-18","2014-12-22","1",“20”,"927",“25”,“1”
"1149","15334","Oakville Corporate Retail Outlet","146 Lakeshore Road West","Oakville","Ontario","2012-01-25","2014-06-13","1",“20”,"150",“25”,“1”
"1150","10682","C.D. Howe Commercial Level Common Areas","Floors 1-3, 240 Sparks Street","Ottawa","Ontario","2007-05-04","2015-04-28","1",“20”,"6512",“25”,“1”
"1151","15824","SAQ Sélection Charlesbourg","9115, boul. Henri-Bourassa","Québec","Quebec","2012-09-18","2015-02-23","1",“20”,"901",“25”,“1”
"1152","12389","Succursale SAQ Sélection du complexe Jules-Dallaire","2828, Boulevard Laurier","Québec","Quebec","2009-09-09","2012-05-16","1",“20”,"1057",“25”,“1”
"1153","15273","Richmond Centre Food Court – Base Building Common Areas","1788-6060 Minoru Blvd.","Richmond","British Columbia","2011-12-06","2013-12-11","1",“20”,"3768",“25”,“1”
"1154","18293","SAQ Saint-Georges-de-Beauce","8 984 Boul. Lacroix","Saint-Georges","Quebec","2016-07-17","2017-10-11","1",“20”,"582",“25”,“1”
"1155","18740","SAQ Sélection Saint-Sauveur","226, chemin du Lac-Millette","Saint-Sauveur","Quebec","2016-10-11","2018-03-07","1",“20”,"733",“25”,“1”
"1156","17479","SAQ Sélection - Galeries St-Hyacinthe","3180, Boul. Laframboise","St-Hyacinthe","Quebec","2015-04-15","2016-12-19","1",“20”,"781",“25”,“1”
"1157","18090","SAQ Ste-Marthe-sur-le-Lac","2851, Boul. des Promenades","Ste-Marthe-sur-le-Lac","Quebec","2016-03-29","2017-08-15","1",“20”,"316",“25”,“1”
"1158","15043","South St. Burger Co. Bayview Village","2901 Bayview Ave. Unit 106","Toronto","Ontario","2011-07-20","2012-07-31","1",“20”,"191",“25”,“1”
"1159","14160","BCLS #124 Gorge and Tillicum","2955 Tillicum Road","Victoria","British Columbia","2011-02-03","2012-11-13","1",“20”,"671",“25”,“1”
"1160","11206","Confidential Project",,,"Ontario","2008-03-20","2010-04-09","1",“20”,"246",“25”,“1”
"1161","11547","Westney Heights, Unit 23","15 Westney Road North","Ajax","Ontario","2008-08-19","2009-05-13","1",“21”,"465",“25”,“1”
"1162","12117","Brooklin Towne Centre - Building L","15 Winchester Road East","Brooklin","Ontario","2009-04-14","2015-07-06","1",“21”,"743",“25”,“1”
"1163","12397","Appleby Village, Buildings A-G","5111 New Street","Burlington","Ontario","2010-05-27","2015-01-27","1",“21”,"13505",“25”,“1”
"1164","12088","Deer Valley Market Place - Buildings A & B","1221 Canyon Meadows Drive SE","Calgary","Alberta","2009-03-23","2013-12-02","1",“21”,"2100",“25”,“1”
"1165","11361","2010 Chinook Centre Expansion","6455 Macleod Trail SW","Calgary","Alberta","2008-05-22","2012-06-20","1",“21”,"65432",“25”,“1”
"1166","13427","Carrefour Charlemagne - Bâtiment G","120 Émile des Pins","Charlemagne","Quebec","2010-06-15","2014-08-13","1",“21”,"766",“25”,“1”
"1167","12415","IGA Cookshire","35 rue Principale Est","Cookshire","Quebec","2009-07-29","2014-02-17","1",“21”,"2695",“25”,“1”
"1168","11172","Grimsby Square Shopping Centre","44 Livingston Avenue","Grimsby","Ontario","2008-02-29","2013-02-26","1",“21”,"3680",“25”,“1”
"1169","12118","Halton Hills - Building G","365 Mountainview Road South","Halton Hills","Ontario","2009-04-14","2015-05-11","1",“21”,"743",“25”,“1”
"1170","10644","Eagleson Place","680 Eagleson Road","Kanata","Ontario","2007-03-26","2012-06-28","1",“21”,"1587",“25”,“1”
"1171","13433","Place Kirkland - Bâtiment 1","3701-3725 Saint-Charles","Kirkland","Quebec","2010-06-15","2014-01-17","1",“21”,"720",“25”,“1”
"1172","13611","Orlando Corporation Heartland Town Centre","905 Britannia Road West","Mississauga","Ontario","2010-06-02","2013-04-04","1",“21”,"8029",“25”,“1”
"1173","13622","Port Place Mall - Building C","650 Terminal Avenue","Nanaimo","British Columbia","2010-06-15","2014-01-17","1",“21”,"469",“25”,“1”
"1174","10648","Shoppes on Dundas","2501-2525 Prince Michael Drive","Oakville","Ontario","2007-03-26","2014-03-11","1",“21”,"5634",“25”,“1”
"1175","13148","Morningside Crossing - Phase 2","255 Morningside Ave.","Scarborough","Ontario","2010-02-16","2012-03-02","1",“21”,"14203",“25”,“1”
"1176","11572","Morningside Crossing - Phase 1","255 Morningside Avenue","Scarborough","Ontario","2008-09-04","2009-08-19","1",“21”,"2485",“25”,“1”
"1177","13436","Carrefour St-Hubert - Bâtiment H","5980 Cousineau","St-Hubert","Quebec","2010-06-15","2015-01-12","1",“21”,"591",“25”,“1”
"1178","12472","Rutherford Marketplace","828 Rutherford Road","Vaughan","Ontario","2010-05-27","2014-04-23","1",“21”,"11384",“25”,“1”
"1179","13434","Confidential Project",,,"Quebec","2010-06-15","2016-09-20","1",“21”,"592",“25”,“1”
"1180","13429","Confidential Project",,,"Quebec","2010-06-15","2016-06-07","1",“21”,"657",“25”,“1”
"1181","17491","Auburn Bay Station","100 Auburn Meadows Drive SE","Calgary","Alberta","2015-04-14","2018-01-31","1",“22”,"7853",“25”,“1”
"1182","15559","Gateway Retail District","#201, 19489 Seton Crescent SE","Calgary","Alberta","2012-05-28","2015-04-10","1",“22”,"11850",“25”,“1”
"1183","15327","Westmount Village - Rexall","11450 Groat Road","Edmonton","Alberta","2012-01-20","2015-01-21","1",“22”,"1115",“25”,“1”
"1184","17163","Oshawa Centre Addition","419 King Street West","Oshawa","Ontario","2014-09-19","2016-09-26","1",“22”,"42750",“25”,“1”
"1185","16184","Rideau Centre Expansion","50 Rideau Street","Ottawa","Ontario","2013-08-06","2017-03-30","1",“22”,"31806",“25”,“1”
"1186","15011","Gloucester City Centre - 1130 Blair Road","1130 Blair Road","Ottawa","Ontario","2011-07-04","2015-02-24","1",“22”,"1083",“25”,“1”
"1187","17159","Vaughan Mills – Sport Neighbourhood","1 Bass Pro Mills Drive","Vaughan","Ontario","2014-09-23","2015-11-06","1",“22”,"27570",“25”,“1”
"1188","15779","Thickson Place - Building F","80 Thickson Road South","Whitby","Ontario","2012-09-20","2016-02-22","1",“22”,"929",“25”,“1”
"1189","16268","Confidential Project",,,"Quebec","2013-06-07","2016-09-09","1",“22”,"1132",“25”,“1”
"1190","11560","Westney Heights Plaza - Starbucks","15 Westney Road North","Ajax","Ontario","2008-08-25","2012-03-02","1",“25”,"154",“25”,“1”
"1191","10647","Westney Heights - Sherwin Williams","Westney Heights Plaza, 15 Westney Road North","Ajax","Ontario","2007-03-26","2009-02-05","1",“25”,"348",“25”,“1”
"1192","10431","Bowmanville Home Depot Canada Store # 7240","120 Clarington Blvd","Bowmanville","Ontario","2006-10-11","2010-03-16","1",“25”,"9141",“25”,“1”
"1193","11192","Galaxy Brantford","Brantford Mall","Brantford","Ontario","2008-02-29","2014-07-09","1",“25”,"2910",“25”,“1”
"1194","13426","Metro Plus Charlemagne","40 Rue Émile-Despins","Charlemagne","Quebec","2010-06-15","2015-02-13","1",“25”,"3795",“25”,“1”
"1195","11273","Future Shop-South Edmonton Common","1320 - 99th Street NW","Edmonton","Alberta","2008-04-16","2010-03-23","1",“25”,"4863",“25”,“1”
"1196","11538","Bridlewood Home Hardware","700 Eagleson Road","Kanata","Ontario","2008-08-21","2012-11-30","1",“25”,"1729",“25”,“1”
"1197","12329","Canac  St-Nicolas","495 Route Du Pont","Lévis","Quebec","2009-07-29","2012-09-21","1",“25”,"4510",“25”,“1”
"1198","10412","IGA Rivière-des-Prairies - boul. Perras","12285, boul. Rodolphe Forget","Montréal","Quebec","2006-09-20","2011-04-04","1",“25”,"4295",“25”,“1”
"1199","10646","Steeple Hill - General Paints","670 Kingston Road, Unit 100","Pickering","Ontario","2007-03-26","2012-01-24","1",“25”,"372",“25”,“1”
"1200","10930","Pickering Home Depot Store # 7238","1105 Kingston Rd.","Pickering","Ontario","2008-03-28","2010-05-07","1",“25”,"10896",“25”,“1”
"1201","10340","Le supermarché IGA de Saint-Pascal-de-Kamouraska","400, avenue Chapleau","St-Pascal-de-Kamouraska","Quebec","2006-05-30","2007-11-28","1",“25”,"1589",“25”,“1”
"1202","10442","Coastal Ford Vancouver","530 Evans Ave","Vancouver","British Columbia","2006-10-24","2010-05-20","1",“25”,"6035",“25”,“1”
"1203","10657","Confidential Project",,,"Ontario","2007-03-29","2008-10-20","1",“25”,"12981",“25”,“1”
"1204","16330","Starbucks Eagle Landing - Chilliwack","8249 Eagle Landing Parkway, 318","Chilliwack","British Columbia","2012-12-10","2012-12-10","1",“28”,"149",“25”,“1”
"1205","16335","Starbucks Ira Needles & Highland - Kitch","235 Ira Needles Blvd","Ontario","Ontario","2013-04-26","2013-04-26","1",“28”,"0",“25”,“1”
"1206","16327","Starbucks Greenbank & Strandherd-Ottawa","1181 Greenbank Road","Ottawa","Ontario","2012-12-10","2012-12-10","1",“28”,"153",“25”,“1”
